Fold,10_y_test,10_y_proba,15_y_test,15_y_proba,30_y_test,30_y_proba,1_y_test,1_y_proba,3_y_test,3_y_proba,4_y_test,4_y_proba
0,True,0.5503710408079717,True,0.5274894553679041,True,0.500473034596175,True,0.47290269316592837,True,0.5509704444707842,True,0.5509704444707842
1,True,0.4240014851756656,True,0.42956628000303165,True,0.4203201386596691,True,0.5136949282055661,True,0.42724615829612084,True,0.42724615829612084
2,True,0.5503710408079717,True,0.5274894553679041,True,0.549936764836465,True,0.5136949282055661,True,0.5509704444707842,True,0.5509704444707842
3,True,0.5503710408079717,True,0.5274894553679041,True,0.549936764836465,True,0.47290269316592837,True,0.5509704444707842,True,0.5509704444707842
4,True,0.5503710408079717,True,0.5274894553679041,True,0.500473034596175,True,0.5136949282055661,True,0.5509704444707842,True,0.5509704444707842
5,True,0.42724615829612084,True,0.5173063190886696,True,0.549936764836465,True,0.5136949282055661,True,0.42724615829612084,True,0.42724615829612084
6,True,0.5399305152669552,True,0.5274894553679041,True,0.549936764836465,True,0.5136949282055661,True,0.5509704444707842,True,0.5509704444707842
7,True,0.5503710408079717,True,0.5274894553679041,True,0.549936764836465,True,0.5136949282055661,True,0.5509704444707842,True,0.5509704444707842
8,True,0.5503710408079717,True,0.5274894553679041,True,0.500473034596175,True,0.5136949282055661,True,0.5509704444707842,True,0.5509704444707842
9,True,0.515538284956871,True,0.5274894553679041,True,0.5274894553679041,True,0.47290269316592837,True,0.5509704444707842,True,0.5509704444707842
10,True,0.5503710408079717,True,0.5274894553679041,True,0.500473034596175,True,0.47290269316592837,True,0.5509704444707842,True,0.5509704444707842
11,True,0.5503710408079717,True,0.5274894553679041,True,0.500473034596175,True,0.5136949282055661,True,0.5509704444707842,True,0.5509704444707842
12,True,0.5503710408079717,True,0.5274894553679041,True,0.549936764836465,True,0.47290269316592837,True,0.5509704444707842,True,0.5509704444707842
13,True,0.5399305152669552,True,0.5274894553679041,True,0.549936764836465,True,0.47290269316592837,True,0.5509704444707842,True,0.5509704444707842
14,True,0.42724615829612084,True,0.5173063190886696,True,0.500473034596175,True,0.42724615829612084,True,0.42724615829612084,True,0.42724615829612084
15,True,0.515538284956871,True,0.5274894553679041,True,0.500473034596175,True,0.47290269316592837,True,0.5509704444707842,True,0.5509704444707842
16,True,0.5503710408079717,True,0.5274894553679041,True,0.500473034596175,True,0.47290269316592837,True,0.5509704444707842,True,0.5509704444707842
17,True,0.42724615829612084,True,0.5173063190886696,True,0.549936764836465,True,0.5136949282055661,True,0.42724615829612084,True,0.42724615829612084
18,True,0.5399305152669552,True,0.5274894553679041,True,0.500473034596175,True,0.5136949282055661,True,0.5509704444707842,True,0.5509704444707842
19,True,0.5503710408079717,True,0.5274894553679041,True,0.500473034596175,True,0.5136949282055661,True,0.5509704444707842,True,0.5509704444707842
20,True,0.40777129717864613,True,0.42956628000303165,True,0.42956628000303165,True,0.47290269316592837,True,0.42724615829612084,True,0.42724615829612084
21,True,0.42724615829612084,True,0.5173063190886696,True,0.500473034596175,True,0.47290269316592837,True,0.42724615829612084,True,0.42724615829612084
22,True,0.5503710408079717,True,0.5274894553679041,True,0.500473034596175,True,0.5136949282055661,True,0.5509704444707842,True,0.5509704444707842
23,True,0.5503710408079717,True,0.5274894553679041,True,0.549936764836465,True,0.47290269316592837,True,0.5509704444707842,True,0.5509704444707842
24,True,0.5399305152669552,True,0.5274894553679041,True,0.549936764836465,True,0.5136949282055661,True,0.5509704444707842,True,0.5509704444707842
25,True,0.5503710408079717,True,0.5274894553679041,True,0.549936764836465,True,0.5136949282055661,True,0.5509704444707842,True,0.5509704444707842
26,True,0.4240014851756656,True,0.48948386916123454,True,0.500473034596175,True,0.5136949282055661,True,0.4240014851756656,True,0.4240014851756656
27,True,0.5503710408079717,True,0.5274894553679041,True,0.500473034596175,True,0.47290269316592837,True,0.5509704444707842,True,0.5509704444707842
28,True,0.5399305152669552,True,0.5274894553679041,True,0.500473034596175,True,0.47290269316592837,True,0.5509704444707842,True,0.5509704444707842
29,True,0.42724615829612084,True,0.5173063190886696,True,0.549936764836465,True,0.5136949282055661,True,0.42724615829612084,True,0.42724615829612084
30,True,0.515538284956871,True,0.5274894553679041,True,0.549936764836465,True,0.47290269316592837,True,0.5509704444707842,True,0.5509704444707842
31,True,0.5503710408079717,True,0.5274894553679041,True,0.500473034596175,True,0.5136949282055661,True,0.5509704444707842,True,0.5509704444707842
32,True,0.4240014851756656,True,0.5173063190886696,True,0.549936764836465,True,0.5136949282055661,True,0.42724615829612084,True,0.42724615829612084
33,True,0.5163222157594751,True,0.5274894553679041,True,0.549936764836465,True,0.5136949282055661,True,0.5509704444707842,True,0.515538284956871
34,True,0.42724615829612084,True,0.5173063190886696,True,0.500473034596175,True,0.47290269316592837,True,0.42724615829612084,True,0.42724615829612084
35,True,0.42724615829612084,True,0.5173063190886696,True,0.549936764836465,True,0.5136949282055661,True,0.42724615829612084,True,0.42724615829612084
36,True,0.5503710408079717,True,0.5274894553679041,True,0.549936764836465,True,0.47290269316592837,True,0.5509704444707842,True,0.5509704444707842
37,True,0.5503710408079717,True,0.5274894553679041,True,0.500473034596175,True,0.47290269316592837,True,0.5509704444707842,True,0.5509704444707842
38,True,0.5503710408079717,True,0.5274894553679041,True,0.500473034596175,True,0.5136949282055661,True,0.5509704444707842,True,0.5509704444707842
39,True,0.5503710408079717,True,0.5274894553679041,True,0.500473034596175,True,0.5136949282055661,True,0.5509704444707842,True,0.5509704444707842
40,True,0.515538284956871,True,0.5274894553679041,True,0.500473034596175,True,0.47290269316592837,True,0.5509704444707842,True,0.5509704444707842
41,True,0.4240014851756656,True,0.42956628000303165,True,0.44542636498971966,True,0.47290269316592837,True,0.42724615829612084,True,0.42724615829612084
42,True,0.515538284956871,True,0.5274894553679041,True,0.549936764836465,True,0.47290269316592837,True,0.5509704444707842,True,0.5509704444707842
43,True,0.42724615829612084,True,0.42956628000303165,True,0.4203201386596691,True,0.47290269316592837,True,0.42724615829612084,True,0.42724615829612084
44,True,0.42724615829612084,True,0.5173063190886696,True,0.549936764836465,True,0.5136949282055661,True,0.42724615829612084,True,0.42724615829612084
45,True,0.4240014851756656,True,0.5173063190886696,True,0.549936764836465,True,0.47290269316592837,True,0.42724615829612084,True,0.42724615829612084
46,True,0.5399305152669552,True,0.5274894553679041,True,0.549936764836465,True,0.5136949282055661,True,0.5509704444707842,True,0.5509704444707842
47,True,0.5399305152669552,True,0.5274894553679041,True,0.549936764836465,True,0.5136949282055661,True,0.5509704444707842,True,0.5509704444707842
48,True,0.4240014851756656,True,0.5173063190886696,True,0.500473034596175,True,0.5136949282055661,True,0.42724615829612084,True,0.42724615829612084
49,True,0.515538284956871,True,0.5274894553679041,True,0.549936764836465,True,0.47290269316592837,True,0.5509704444707842,True,0.5509704444707842
50,False,0.46053034450857616,False,0.4125182575303842,False,0.5180031044808752,False,0.5281001598369451,False,0.44199410768780917,False,0.44199410768780917
51,False,0.5640865262710011,False,0.4393832318283888,False,0.43338518956201083,False,0.5647184899447314,False,0.5647184899447314,False,0.5647184899447314
52,False,0.5640865262710011,False,0.5426713911861246,False,0.5120818148556306,False,0.5281001598369451,False,0.5647184899447314,False,0.5647184899447314
53,False,0.5640865262710011,False,0.5426713911861246,False,0.5120818148556306,False,0.5281001598369451,False,0.5647184899447314,False,0.5647184899447314
54,False,0.5640865262710011,False,0.5426713911861246,False,0.5120818148556306,False,0.5281001598369451,False,0.5647184899447314,False,0.5647184899447314
55,False,0.4500359733072518,False,0.539709225823756,False,0.5120818148556306,False,0.44199410768780917,False,0.44199410768780917,False,0.44199410768780917
56,False,0.5647184899447314,False,0.5426713911861246,False,0.5120818148556306,False,0.48697377940552056,False,0.5647184899447314,False,0.5647184899447314
57,False,0.4500359733072518,False,0.539709225823756,False,0.5120818148556306,False,0.48697377940552056,False,0.44199410768780917,False,0.44199410768780917
58,False,0.44054606695803283,False,0.4644024091119698,False,0.45483549544044455,False,0.48697377940552056,False,0.44199410768780917,False,0.44199410768780917
59,False,0.5647184899447314,False,0.5426713911861246,False,0.5120818148556308,False,0.48697377940552056,False,0.5647184899447314,False,0.5647184899447314
60,False,0.44054606695803283,False,0.4644024091119698,False,0.45483549544044455,False,0.44199410768780917,False,0.44199410768780917,False,0.44199410768780917
61,False,0.46053034450857616,False,0.5022542114219446,False,0.5303873042681557,False,0.48697377940552056,False,0.44199410768780917,False,0.44199410768780917
