Fold,10_y_test,10_y_proba,15_y_test,15_y_proba,30_y_test,30_y_proba,1_y_test,1_y_proba,3_y_test,3_y_proba,4_y_test,4_y_proba
1.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.44729358150874005,True,0.5027085184684545,True,0.5027085184684545
2.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
3.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
4.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
5.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
6.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
7.0,True,0.49175494315368623,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.47636868616594985,True,0.47636868616594985
8.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.44729358150874005,True,0.5027085184684545,True,0.5027085184684545
9.0,True,0.49175494315368623,True,0.49779718792071803,True,0.513799461994994,True,0.44729358150874005,True,0.4790912552371123,True,0.4790912552371123
10.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
11.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
12.0,True,0.06006956202917566,True,0.49779718792071803,True,0.17319961035547968,True,0.44729358150874005,True,0.04673037347383744,True,0.04673037347383744
13.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
14.0,True,0.4039939891037245,True,0.6518994386768792,True,0.5740563410246524,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
15.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.44729358150874005,True,0.5027085184684545,True,0.5027085184684545
16.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
17.0,True,0.5114213861411134,True,0.2928951208738459,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
18.0,True,0.49175494315368623,True,0.49779718792071803,True,0.513799461994994,True,0.44729358150874005,True,0.4790912552371123,True,0.4790912552371123
19.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
20.0,True,0.46977215801316535,True,0.49779718792071803,True,0.513799461994994,True,0.44729358150874005,True,0.4790912552371123,True,0.446705081752173
21.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
22.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
23.0,True,0.26297808651426213,True,0.4081329816827055,True,0.5071860919872764,True,0.44729358150874005,True,0.5027085184684545,True,0.5027085184684545
24.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
25.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.44729358150874005,True,0.5027085184684545,True,0.5027085184684545
26.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
27.0,True,0.5118408000561956,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
28.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
29.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
30.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
31.0,True,0.48718314125895834,True,0.49779718792071803,True,0.22824190520425588,True,0.44729358150874005,True,0.5027085184684545,True,0.4661832280518207
32.0,True,0.46977215801316535,True,0.49779718792071803,True,0.513799461994994,True,0.44729358150874005,True,0.4790912552371123,True,0.446705081752173
33.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
34.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
35.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
36.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
37.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
38.0,True,0.5118408000561956,True,0.5992726766635176,True,0.5206201521671251,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
39.0,True,0.5114213861411134,True,0.49779718792071803,True,0.513799461994994,True,0.5063612641438596,True,0.5149361978240382,True,0.5149361978240382
